Start Date;10.02.2020
Start Time;15:26:44
Store Interval;15;min
Threshold;1.0;Volt
Puls On Time;1000;ms
Puls Off Time;3000;ms

Date;Time;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30
10.02.2020;21:26:44;114;135;0;0;0;0;288;98;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2020;21:41:44;120;142;0;0;0;0;300;103;247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2020;21:56:44;126;149;0;0;0;0;312;108;257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2020;22:11:44;132;155;0;0;0;0;324;113;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2020;22:26:44;137;162;0;0;0;0;336;117;277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2020;22:41:44;141;166;0;0;0;0;346;123;286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2020;22:56:44;146;172;0;0;0;0;357;124;295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2020;23:11:44;151;178;0;0;0;0;369;128;305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2020;23:26:44;157;185;0;0;0;0;381;133;315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2020;23:41:44;163;192;0;0;0;0;393;138;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2020;23:56:44;168;197;0;0;0;0;404;143;333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;00:11:44;174;204;0;0;0;0;417;147;344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;00:26:44;180;211;0;0;0;0;428;151;354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;00:41:44;185;217;0;0;0;0;440;156;364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;00:56:44;188;221;0;0;0;0;449;159;372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;01:11:44;194;227;0;0;0;0;461;161;381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;01:26:44;199;233;0;0;0;0;473;166;391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;01:41:44;207;241;0;0;0;0;486;172;403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;01:56:44;212;247;0;0;0;0;497;176;411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;02:11:44;215;251;0;0;0;0;507;180;419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;02:26:44;220;257;0;0;0;0;518;182;429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;02:41:44;227;264;0;0;0;0;531;187;439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;02:56:44;233;270;0;0;0;0;543;194;449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;03:11:44;237;276;0;0;0;0;554;195;458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;03:26:44;243;282;0;0;0;0;565;202;468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;03:41:44;249;290;0;0;0;0;578;205;477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;03:56:44;253;294;0;0;0;0;587;207;486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;04:11:44;259;301;0;0;0;0;600;212;496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;04:26:44;262;305;0;0;0;0;609;215;504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;04:41:44;268;312;0;0;0;0;622;218;514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;04:56:44;275;319;0;0;0;0;634;224;524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;05:11:44;280;325;0;0;0;0;646;228;534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;05:26:44;285;330;0;0;0;0;656;233;542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;05:41:44;289;336;0;0;0;0;667;235;551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;05:56:44;295;341;0;0;0;0;678;240;561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;06:11:44;299;347;0;0;0;0;689;241;569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;06:26:44;305;354;0;0;0;0;701;246;579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;06:41:44;311;361;0;0;0;0;714;251;590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;06:56:44;314;365;0;0;0;0;723;254;597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;07:11:44;320;371;0;0;0;0;735;258;607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;07:26:44;327;378;0;0;0;0;748;263;618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;07:41:44;330;382;0;0;0;0;757;265;625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;07:56:44;336;389;0;0;0;0;770;270;636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;08:11:44;343;396;0;0;0;0;782;275;646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;08:26:44;347;401;0;0;0;0;792;278;654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;08:41:44;352;408;0;0;0;0;805;283;664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;08:56:44;355;411;0;0;0;0;814;286;671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;09:11:44;361;417;0;0;0;0;825;288;681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;09:26:44;367;424;0;0;0;0;838;294;691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;09:41:44;373;431;0;0;0;0;850;298;702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;09:56:44;376;435;0;0;0;0;860;301;709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;10:11:44;382;442;0;0;0;0;872;305;719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;10:26:44;387;446;0;0;0;0;882;310;727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;10:41:44;391;452;0;0;0;0;893;311;736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;10:56:44;397;459;0;0;0;0;905;316;746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;11:11:44;402;464;0;0;0;0;916;320;755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;11:26:44;407;469;0;0;0;0;926;324;764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;11:41:44;413;476;3;2;3;2;935;328;773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;11:56:44;417;481;3;2;3;2;947;330;783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;12:11:44;423;488;3;2;3;2;959;335;793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;12:26:44;429;494;3;2;3;2;970;339;802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;12:41:44;434;500;3;2;3;2;982;343;812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;12:56:44;438;504;3;3;3;4;991;347;820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;13:11:44;442;509;3;3;3;4;1002;348;828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;13:26:44;448;516;3;3;3;4;1014;353;838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;13:41:44;453;522;3;3;3;4;1026;357;848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;13:56:44;459;528;3;3;3;5;1037;361;857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;14:11:44;464;534;3;3;3;6;1049;366;867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;14:26:44;467;536;4;5;3;7;1057;368;873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;14:41:44;471;542;4;5;3;7;1068;370;882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;14:56:44;477;548;4;5;3;7;1080;374;892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;15:11:44;483;555;4;5;3;7;1092;378;902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;15:26:44;489;561;4;5;3;8;1104;383;911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;15:41:44;494;567;4;5;3;9;1115;387;921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;15:56:44;499;573;4;6;3;10;1126;391;931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;16:11:44;505;579;6;7;3;11;1138;395;940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;16:26:44;510;585;7;8;3;12;1149;400;950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;16:41:44;516;591;9;10;4;14;1161;404;959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;16:56:44;521;598;10;11;5;15;1173;408;969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;17:11:44;526;603;11;12;6;16;1184;412;979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;17:26:44;530;607;14;15;9;18;1192;416;986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;17:41:44;532;611;14;15;9;18;1202;416;993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;17:56:44;538;617;14;15;9;18;1214;420;1003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;18:11:44;543;623;14;15;9;18;1226;424;1012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;18:26:44;549;629;14;15;9;18;1237;428;1022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;18:41:44;554;635;14;15;9;18;1249;432;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;18:56:44;560;641;14;15;9;19;1260;437;1041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;19:11:44;565;647;14;15;9;20;1272;441;1051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;19:26:44;571;653;14;16;9;21;1283;445;1061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;19:41:44;576;659;16;17;9;22;1294;449;1070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;19:56:44;581;665;17;18;10;23;1306;453;1080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;20:11:44;584;668;20;21;13;25;1314;456;1085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;20:26:44;588;673;20;21;13;25;1325;457;1095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;20:41:44;594;679;20;21;13;25;1337;462;1105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;20:56:44;600;685;20;21;13;25;1349;466;1115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;21:11:44;605;692;20;21;13;26;1360;471;1125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;21:26:44;611;698;20;21;13;27;1372;475;1134;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;21:41:44;616;704;20;22;13;28;1383;479;1144;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;21:56:44;620;708;24;25;16;30;1392;484;1153;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;22:11:44;622;712;24;25;16;30;1402;484;1159;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;22:26:44;628;718;24;25;16;30;1414;487;1169;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;22:41:44;633;724;24;25;16;30;1426;492;1179;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;22:56:44;639;730;24;25;16;31;1437;496;1188;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;23:11:44;644;736;24;25;16;32;1449;500;1198;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;23:26:44;650;742;24;26;16;33;1460;504;1208;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;23:41:44;655;748;26;27;17;35;1472;509;1218;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2020;23:56:44;661;754;27;29;18;36;1483;513;1227;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;00:11:44;662;756;30;31;21;37;1490;515;1232;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;00:26:44;666;761;30;31;21;37;1501;516;1242;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;00:41:44;672;767;30;31;21;37;1513;520;1252;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;00:56:44;678;773;30;31;21;37;1525;524;1261;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;01:11:44;683;779;30;31;21;38;1536;529;1271;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;01:26:44;689;786;30;31;21;39;1548;533;1281;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;01:41:44;694;792;30;32;21;40;1559;538;1291;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;01:56:44;700;798;33;35;24;43;1571;543;1302;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;02:11:44;700;798;33;35;24;43;1578;543;1306;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;02:26:44;705;805;33;35;24;43;1589;545;1315;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;02:41:44;711;811;33;35;24;43;1601;549;1325;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;02:56:44;717;817;33;35;24;43;1612;554;1335;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;03:11:44;722;823;33;35;24;43;1624;558;1344;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;03:26:44;728;829;33;35;24;45;1636;562;1354;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;03:41:44;733;835;33;37;25;46;1647;567;1364;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;03:56:44;738;841;35;38;26;47;1659;571;1374;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;04:11:44;744;847;37;40;28;49;1670;575;1384;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;04:26:44;747;851;40;42;30;51;1678;578;1391;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;04:41:44;749;854;40;42;30;51;1688;578;1398;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;04:56:44;755;859;40;42;30;51;1700;582;1407;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;05:11:44;761;866;40;42;30;51;1712;586;1417;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;05:26:44;766;872;40;42;30;51;1723;591;1427;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;05:41:44;772;878;40;42;30;52;1735;595;1437;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;05:56:44;778;884;42;46;34;54;1747;600;1448;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;06:11:44;779;886;42;46;34;54;1754;601;1453;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;06:26:44;784;892;42;46;34;54;1766;604;1463;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;06:41:44;790;898;42;46;34;54;1777;608;1473;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;06:56:44;795;905;42;46;34;56;1789;613;1483;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;07:11:44;801;911;42;46;34;57;1801;617;1493;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;07:26:44;807;917;45;48;35;59;1813;622;1503;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;07:41:44;811;921;48;51;39;61;1821;626;1511;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;07:56:44;812;924;48;51;39;61;1831;626;1517;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;08:11:44;818;930;48;51;39;61;1843;629;1527;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;08:26:44;824;936;48;51;39;61;1854;634;1537;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;08:41:44;829;942;48;51;39;62;1866;638;1547;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;08:56:44;835;949;48;52;39;63;1878;643;1557;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;09:11:44;840;955;50;54;39;65;1889;647;1567;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;09:26:44;845;960;54;57;43;67;1900;652;1577;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;09:41:44;846;961;54;57;43;67;1907;652;1581;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;09:56:44;851;967;54;57;43;67;1918;653;1591;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;10:11:44;856;973;54;57;43;67;1930;658;1601;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;10:26:44;862;979;54;57;43;67;1941;662;1611;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;10:41:44;867;985;54;57;43;68;1953;666;1620;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;10:56:44;873;991;54;57;43;69;1964;670;1630;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;11:11:44;878;997;54;58;43;71;1976;674;1640;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;11:26:44;882;1001;56;61;47;73;1984;678;1648;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;11:41:44;885;1005;56;61;47;73;1996;679;1656;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;11:56:44;891;1011;56;61;47;73;2007;683;1666;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;12:11:44;896;1017;56;61;47;73;2019;688;1676;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;12:26:44;901;1023;56;61;47;75;2030;692;1685;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;12:41:44;906;1027;59;63;49;76;2039;696;1695;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;12:56:44;908;1030;59;63;49;76;2049;696;1701;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;13:11:44;913;1036;59;63;49;76;2060;699;1710;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2020;13:26:44;918;1042;59;63;49;76;2072;703;1720;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
