Start Date;28.11.2019
Start Time;16:25:02
Store Interval;15;min
Threshold;1.0;Volt
Puls On Time;1000;ms
Puls Off Time;3000;ms

Date;Time;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30
28.11.2019;23:55:02;408;302;394;967;521;766;232;354;400;1024;342;651;941;928;4509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;00:10:02;422;313;409;1001;539;790;241;367;416;1061;353;673;973;960;4649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;00:25:02;436;325;423;1035;556;815;249;380;431;1099;365;695;1004;993;4787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;00:40:02;450;336;437;1070;573;840;257;393;447;1138;377;717;1036;1026;4924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;00:55:02;465;348;452;1104;591;865;265;407;463;1176;388;739;1067;1058;5059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;01:10:02;479;359;466;1139;608;890;273;420;479;1215;400;761;1099;1091;5191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;01:25:02;494;371;481;1174;625;915;281;433;496;1254;411;783;1130;1124;5317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;01:40:02;508;383;496;1209;642;940;289;447;512;1293;423;805;1162;1157;5430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;01:55:02;523;395;511;1244;660;965;298;460;529;1333;435;827;1193;1190;5515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;02:10:02;537;407;526;1280;677;989;306;474;545;1373;446;849;1224;1222;5590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;02:25:02;552;419;540;1315;694;1014;314;487;562;1414;458;870;1256;1255;5666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;02:40:02;566;432;556;1351;711;1039;322;501;579;1455;470;892;1287;1288;5745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;02:55:02;581;444;571;1387;728;1064;330;514;596;1496;481;914;1319;1321;5826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;03:10:02;595;457;586;1423;745;1089;338;528;614;1538;492;936;1350;1354;5909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;03:25:02;610;469;601;1460;762;1113;347;542;631;1580;504;958;1382;1387;5994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;03:40:02;624;482;617;1496;779;1138;355;556;649;1623;516;980;1414;1420;6081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;03:55:02;639;495;633;1533;796;1163;363;570;667;1665;527;1002;1445;1453;6168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;04:10:02;654;508;649;1570;813;1188;371;585;685;1709;539;1024;1476;1486;6257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;04:25:02;669;521;665;1608;830;1212;380;599;704;1753;550;1046;1508;1519;6347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;04:40:02;683;535;681;1645;847;1237;388;613;722;1797;562;1068;1539;1552;6438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;04:55:02;698;548;697;1683;864;1262;396;628;741;1842;573;1091;1570;1585;6530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;05:10:02;713;562;714;1721;882;1287;405;643;760;1887;585;1113;1602;1619;6622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;05:25:02;729;576;731;1760;899;1312;414;658;780;1933;597;1135;1633;1652;6714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;05:40:02;744;590;749;1799;916;1337;423;673;799;1979;609;1158;1665;1686;6807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;05:55:02;760;605;766;1838;934;1362;431;688;819;2026;621;1180;1696;1719;6901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;06:10:02;775;619;783;1878;951;1388;440;704;839;2074;633;1203;1727;1753;6994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;06:25:02;791;634;801;1918;968;1413;449;720;860;2122;645;1225;1759;1787;7087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;06:40:02;806;650;819;1958;986;1438;458;736;881;2171;656;1248;1791;1820;7180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;06:55:02;822;665;837;1998;1004;1463;468;752;902;2220;669;1271;1822;1855;7273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;07:10:02;838;681;855;2039;1021;1489;477;768;923;2269;681;1294;1853;1888;7365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;07:25:02;854;696;873;2080;1038;1514;486;784;945;2319;693;1316;1884;1922;7456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;07:40:02;870;712;892;2121;1056;1539;495;800;966;2370;704;1339;1916;1955;7547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;07:55:02;886;728;910;2163;1073;1564;505;817;988;2422;717;1362;1947;1990;7638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;08:10:02;902;744;929;2205;1091;1590;514;833;1011;2473;729;1385;1978;2023;7728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;08:25:02;918;761;948;2247;1108;1615;523;850;1033;2526;741;1408;2009;2057;7817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;08:40:02;934;777;967;2290;1126;1641;533;867;1056;2579;753;1431;2040;2090;7906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;08:55:02;950;794;987;2333;1143;1666;542;884;1079;2633;765;1453;2071;2124;7995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;09:10:02;967;811;1006;2376;1161;1691;552;901;1102;2687;777;1476;2102;2158;8083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;09:25:02;979;824;1021;2415;1174;1713;557;914;1122;2738;786;1496;2130;2187;8165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;09:40:02;995;841;1041;2459;1191;1738;566;931;1146;2793;797;1518;2160;2220;8250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;09:55:02;1012;859;1061;2504;1209;1763;576;949;1170;2850;809;1541;2191;2254;8335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;10:10:02;1028;877;1082;2548;1227;1789;586;966;1195;2906;821;1564;2222;2288;8418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;10:25:02;1045;895;1103;2593;1244;1815;596;984;1220;2964;833;1587;2252;2321;8500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;10:40:02;1061;913;1125;2639;1262;1840;605;1002;1245;3022;846;1610;2283;2355;8581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;10:55:02;1078;931;1146;2684;1279;1866;615;1020;1270;3081;858;1633;2313;2388;8660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;11:10:02;1094;949;1167;2730;1297;1891;625;1038;1296;3140;870;1656;2343;2422;8738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2019;11:14:24;1099;955;1173;2743;1302;1898;627;1044;1303;3157;873;1663;2352;2431;8760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0

Stopped;29.11.2019;11:14:24
